index,artist_name,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,artist_hotttness,song_hotttness,start_of_fade_out,tempo,time_signature,time_signature_confidence,title,release,year
5070,Moon Mullican,0.0,181.31546,0.0,0.0,0,0.577,-23.461,1,0.573,0.281887097438807,nan,175.932,118.064,3,0.785,The Tie That Binds,Moon's Tune,0
5071,Yuko Kanzaki,0.0,145.8673,0.328,0.0,0,0.762,-12.27,1,0.748,0.16534223778060114,0.0,137.863,89.98,3,0.606,Seikurabe (Karaoke),Fuwari,0
5072,30 Seconds To Mars,0.0,245.02812,0.224,0.0,8,0.616,-4.675,1,0.52,0.6770875467122787,0.7936136676102776,224.81,190.102,4,0.04,The Mission,30 Seconds To Mars,2002
5073,Helen Love,0.0,156.21179,0.568,0.0,8,0.441,-6.674,1,0.587,0.3470069209304056,0.21204540548371908,156.212,195.026,5,0.735,First Boyfriend,It's My Club And I'll Play What I Want To,2007
5074,Los Morros Del Norte,0.0,130.76853,2.299,0.0,7,0.638,-7.092,1,0.515,0.34590878145179277,0.0,121.998,120.129,3,1.0,Raza Cristalera,El Vaqueton,0
5075,Moonface,0.0,508.60363,0.0,0.0,1,0.736,-11.516,1,0.585,0.3287229694924985,nan,484.113,130.07,4,0.496,G G Kah,Discoteca Ep 2,0
5076,Julien Clerc,0.0,264.93342,2.479,0.0,6,0.731,-8.648,1,0.774,0.36438492446826576,nan,252.053,128.549,4,0.445,L'horizon Chimérique,Si J'étais Elle,2000
5077,Heavenly,0.0,327.6273,0.0,0.0,4,0.211,-4.283,0,0.0,0.46815875635794574,0.503752061361102,323.512,175.007,4,0.612,Liberty,Virus,0
5078,Tom Collier,0.0,411.42812,0.0,0.0,0,0.515,-17.325,0,0.509,0.0,0.21001177949168065,389.074,111.743,4,1.0,Eddie's Pad,Malllet Jazz,0
5079,1. Futurologischer Congress,0.0,196.64934,0.09,0.0,9,0.253,-8.166,0,0.24,0.2569779936917517,nan,192.459,107.711,4,0.852,Die Art von Mann,Patchwork,0
5080,Backstreet Boys,0.0,236.2771,2.014,0.0,10,0.495,-2.801,0,0.5,0.5926149273518344,nan,229.883,103.997,4,0.611,The Call,Black & Blue,2000
5081,Jimmy Riley,0.0,225.802,0.374,0.0,5,0.546,-7.284,1,0.369,0.299705214086752,nan,218.389,165.67,4,0.774,Conversation,Love Canticle,0
5082,Small Faces,0.0,136.88118,0.2,0.0,0,0.55,-14.946,1,0.464,0.44905257515374747,nan,132.075,115.745,1,0.0,Saylarvee (LP Version),Playmates,0
5083,The Gentle Good,0.0,400.48281,0.159,0.0,2,0.864,-16.489,0,0.79,0.34826516306161226,nan,382.943,85.118,5,0.679,Hiraeth am Feirion,While You Slept I Went Out Walking,0
5084,Giuseppi Logan,0.0,454.94812,0.183,0.0,7,0.474,-12.518,1,0.428,0.0,0.0,446.148,104.231,3,1.0,Bop Moon,The Giuseppi Logan Quintet,0
5085,Margaret Becker,0.0,193.74975,2.508,0.0,7,0.645,-6.108,1,0.662,0.6397981642808125,0.6577006743141642,188.529,141.729,4,0.0,Look Me In The Eye,Simple House,0
5086,Orchestra e Coro del Palacio de Bellas Artes Di Cittá del Messico_ Oliviero De Fabritiis_ Maria Call,0.0,370.99057,0.0,0.0,7,0.423,-21.08,1,0.355,0.36034468591382346,nan,370.991,114.407,5,0.783,Atto Quarto: 'La Fatal Pietra Sovra Me Si Chiuse...' (Radames) (Verdi),Verdi: Aida,0
5087,Stille Volk,0.0,276.37506,6.861,0.0,5,0.0,-12.685,1,0.0,0.4076025759367606,0.4507622416414992,269.009,149.971,4,0.392,Orgasme Tellurique,Maudat,2003
5088,Kraftwerk,0.0,272.03873,0.311,0.0,3,0.482,-8.801,1,0.52,0.5204121100542216,0.5960278877951442,272.039,132.026,4,0.784,Pocket Calculator (2009 Digital Remaster),The Mix (2009 Digital Remaster),0
5089,Tina Ann,0.0,395.62404,0.06,0.0,9,0.432,-3.139,0,0.33,0.38000466715536985,0.0,388.859,135.037,4,0.0,Too Late (Orange Factory Extended Mix),Situations,2003
5090,John D. Loudermilk,0.0,123.42812,0.0,0.0,0,0.024,-9.926,1,0.382,0.28737003459245986,0.0,116.21,133.582,4,0.0,Nassau Town,The Open Mind Of John D. Loudermilk,0
5091,William Orbit,0.0,270.94159,0.276,0.0,0,0.031,-20.607,1,0.416,0.42495308411251165,nan,255.959,146.389,5,0.399,Harry Flowers,Strange Cargo III,1993
5092,Tam Tam Go!,0.0,216.63302,0.165,0.0,6,0.69,-6.55,1,0.563,0.31669216154699004,nan,209.682,133.45,4,0.357,Hypnotise The Cat,The Platinum Collection,0
5093,Vusi Mahlasela,0.0,250.48771,4.632,0.0,2,1.0,-10.29,1,0.913,0.3759146875867051,0.0,240.553,120.024,3,0.877,Amdokwe,Miyela Africa,0
5094,The Roches,0.0,243.51302,0.148,0.0,2,0.705,-19.514,1,0.639,0.37225120793006455,0.0,232.908,131.84,4,0.179,Mr. Sellack (Album Version),The Roches,1979
5095,Conjunto Mar Azul,0.0,203.20608,0.212,0.0,9,0.731,-9.062,0,0.425,0.0,nan,196.627,97.667,1,0.0,Dime,Happy Boy,0
5096,Pumpkin Buzzard,0.0,61.57016,0.0,0.0,10,0.414,-7.477,1,0.446,0.24009840575296107,nan,57.556,87.406,4,0.269,The Buzzard's Back in Town (Live),Perfect Dragon,0
5097,Alacranes Musical,0.0,284.1073,0.0,0.0,0,0.492,-5.202,1,0.614,0.44986923314236393,0.0,278.39,168.144,3,0.769,Indita Mia (Album Version),Los Primeros Exitos Alacraneros,0
5098,The Elders,0.0,241.05751,4.272,0.0,7,0.788,-6.454,1,0.654,0.4153036425812273,0.4454545254934259,236.042,146.053,4,0.0,Gonna Take a Miracle,Racing the Tide,0
5099,Radio Moscow,0.0,255.89506,0.0,0.0,0,0.612,-6.83,1,0.62,0.44823320277117096,0.7211996583905645,251.96,163.087,4,0.316,Broke Down,Brain Cycles,2009
5100,Ron Goodwin,0.0,99.97016,0.368,0.0,10,0.001,-16.333,1,0.065,0.3330153017242651,0.21204540548371908,99.97,71.228,1,0.691,The Lull Before The Storm,Battle Of Britain,1999
5101,Mario Piu',0.0,355.39546,10.966,0.0,7,0.774,-9.3,0,0.518,0.3864267491428221,0.21204540548371908,351.747,133.015,4,0.0,Communication (More Mix),Communication (Remix),0
5102,The Perrys,0.0,241.44934,0.0,0.0,7,0.934,-8.962,1,0.812,0.38067987361328043,0.0,231.927,45.709,4,0.637,By Faith I Can Touch Him Now,Hits & Hymns Volume II,0
5103,Sofia Karlsson,0.0,165.69424,3.402,0.0,6,0.341,-10.062,1,0.367,0.4183566807740786,0.3725300393660796,158.18,205.16,1,0.0,Blåsut,Söder Om Kärleken,2009
5104,Bob Crosby,0.0,171.85914,0.0,0.0,0,0.513,-14.946,0,0.574,0.38955338756808916,0.26586104921065007,171.859,100.317,4,1.0,Wolverine Blues (Slight Flaw In Master) (1940 Blackhawk Restaurant Chicago),1937/40 Broadcasts,0
5105,Ruffneck,0.0,201.97832,0.386,0.0,7,0.529,-5.411,1,0.607,0.28359445557123003,nan,199.709,134.245,4,0.62,C'Est Moi L'BO$$,Ma Motivation,0
5106,Devo,0.0,141.08689,0.16,0.0,9,0.805,-11.714,1,0.524,0.5324458709594074,0.5096409655518045,133.846,155.26,4,0.813,Soo Bawlz,Q: Are We Not Men?  A: We Are Devo / Devo Live,1979
5107,Joy Division,0.0,128.67873,0.0,0.0,10,0.063,-9.663,1,0.453,0.5762946511398908,nan,123.751,135.066,4,0.791,Passover,Let The Movie Begin,1980
5108,The Frantic,0.0,146.15465,0.0,0.0,9,0.635,-5.22,1,0.488,0.3259873912685581,nan,146.155,112.09,4,0.0,Rock & Roll Renegade,Audio & Murder,0
5109,Shirley Caesar,0.0,408.05832,0.0,0.0,8,0.71,-12.411,1,0.583,0.3702735189662959,nan,399.743,154.483,3,0.501,Wait On The Lord  (LP Version),He's Working It Out For You,0
5110,Janet Paschal,0.0,207.69914,0.282,0.0,6,0.313,-10.204,0,0.412,0.33513806449963085,nan,201.125,180.121,3,0.32,The Lord Will Go Before You,The Good Road,0
5111,Smash Palace,0.0,274.442,0.414,0.0,0,0.0,-6.672,1,0.0,0.40470887241695647,nan,259.553,118.959,4,0.531,Death of Me,Fast_ Long_ Loud,0
5112,Dakis,0.0,210.52036,0.467,0.0,1,0.554,-8.918,1,0.501,0.0,nan,203.308,111.946,5,0.203,Sentimento (Asteri_ Asteraki),Moments,0
5113,Ashton Shepherd,0.0,260.51873,0.218,0.0,3,0.562,-6.857,1,0.64,0.3909636117315853,0.52549711888017,249.255,45.508,4,0.439,Old Memory,Sounds So Good,2008
5114,Dave Brockie Experience,0.0,126.4322,0.2,0.0,1,0.491,-6.293,1,0.357,0.33593551225154833,0.3231121208952123,126.432,138.156,1,0.0,Slips Of Paper,Songs For The Wrong,2003
5115,Debbie Davies,0.0,243.30404,0.497,0.0,9,0.045,-5.981,1,0.388,0.3431334973952383,0.2538347361322313,237.981,125.05,4,0.413,Backseat Driver,Round Every Corner,1998
5116,Emotion Code,0.0,503.48363,0.148,0.0,5,0.15,-17.825,1,0.146,0.2045627112619994,0.0,471.835,120.066,4,0.0,Mesmerise The Future Part 1,Mesmerise the Future,0
5117,Natural Elements,0.0,246.67383,0.0,0.0,1,0.0,-12.69,1,0.0,0.36953572756421016,0.0,241.65,107.927,1,0.434,More Than Vocals (MTV),1999: 10 Year Anniversary,0
5118,Sergio Franchi,0.0,165.74649,0.189,0.0,10,0.252,-14.431,0,0.397,0.3456373395988333,0.42530424172042486,161.669,78.841,1,0.0,Oh Little Town Of Bethlehem,The Heart Of Christmas,0
5119,Der Plan,0.0,218.67057,0.439,0.0,11,0.234,-15.429,1,0.36,0.3472497167251076,nan,207.598,30.048,1,0.0,Engel,Live At The Tiki Ballroom...,0
5120,Matisyahu,0.0,242.15465,0.0,0.0,4,0.313,-8.702,0,0.393,0.6397981642808125,nan,242.155,72.884,4,0.068,Refuge,Live at Stubb's,2004
5121,Bow Wow Wow,0.0,167.83628,0.508,0.0,4,0.2,-12.324,1,0.322,0.4132613782947478,nan,157.623,137.398,4,0.197,Sex,Girl Bites Dog_ Your Compact Disc Pet,0
5122,The Steeles,0.0,231.41832,0.0,0.0,2,0.244,-10.447,0,0.412,0.34678104189114095,0.0,225.982,117.437,4,0.0,On The Road To Emmaus,For The Sake Of The Children,0
5123,Jacques Douai,0.0,122.46159,0.0,0.0,7,0.483,-18.803,1,0.41,0.14519082979005074,nan,117.545,79.003,4,0.984,L'Etang Chimérique,Heritage - Florilège - BAM (1954-1978),0
5124,Elliot Goldenthal,0.0,305.50159,0.0,0.0,0,0.518,-13.959,1,0.502,0.3929946225880104,0.26695518627553855,300.623,140.629,4,0.184,Pickled Heads,Titus - Original Motion Picture Soundtrack,2000
5125,Bobby Darin,0.0,210.38975,0.0,0.0,1,0.007,-7.54,1,0.34,0.4694259079758136,0.0,205.392,81.895,5,0.794,Moritat (Mack The Knife),Live! At The Desert Inn,0
5126,Nick Colionne,0.0,215.14404,0.0,0.0,8,0.594,-7.114,0,0.342,0.44543810335469275,0.621195684059579,202.257,102.04,4,1.0,If You Ask Me,Keepin' It Cool,2006
5127,Hermeto Pascoal,0.0,131.36934,0.218,0.0,0,0.0,-9.349,1,0.017,0.40658292930958295,0.21508031850922793,124.244,179.161,1,0.0,Little Cry For Him (Chorinho Pra Ele) (LP Version),Slaves Mass,0
5128,SNAP!,0.0,404.37506,0.694,0.0,11,0.689,-9.317,0,0.584,0.4639000947923324,nan,399.575,130.286,4,0.0,Beauty Queen (12" Spoon Club Mix),Beauty Queen,2005
5129,Charlie Cruz,0.0,280.45016,0.148,0.0,2,0.202,-3.087,1,0.327,0.27380615027542854,nan,278.03,188.502,1,0.0,Si Te Dicen Por Ahi,Asi Soy,0
5130,Beherit,0.0,185.05098,0.363,0.0,8,0.269,-13.213,1,0.269,0.42747924145936206,0.5493423317879715,181.714,141.621,4,0.905,Werewolf_ Semen And Blood,Drawing Down the Moon,1993
5131,Marco Beltrami,0.0,209.08363,2.299,0.0,8,0.052,-28.231,1,0.385,0.3786499789617854,0.3347065490692206,198.444,121.28,4,0.0,Revelations,Knowing,2009
5132,Sleepy John Estes,0.0,197.0673,0.0,0.0,2,0.008,-15.163,1,0.358,0.35303574014515915,nan,188.041,130.889,4,0.205,Need More Blues,Mississippi Delta Blues Jam In Memphis,1993
5133,Jedi Mind Tricks,0.0,205.06077,0.351,0.0,11,0.626,-5.688,0,0.507,0.3723508695973636,nan,194.386,96.054,4,0.617,Silence,Greatest Features,0
5134,Mercedes Castro,0.0,197.09342,0.0,0.0,10,0.85,-8.593,1,0.658,0.373045953823385,nan,197.093,106.083,3,1.0,El Capiro,Mercedes Castro Acompañada con Mariachi Y Banda - En vivo,0
5135,Cannon's Jug Stompers,0.0,167.88853,0.229,0.0,2,0.503,-16.521,1,0.566,0.33880017612266716,nan,162.435,95.227,4,0.0,Mule Get Up In The Alley,The Cornshucker's Frolic: Classic Recordings From The 1920's & 30's_ Vol. 2,0
5136,Billy Butler,0.0,213.99465,0.427,0.0,4,0.505,-28.107,1,0.422,0.2695713196825489,nan,207.848,113.204,4,0.438,I'm Gonna Make Her Mine - Original,Billy Butler's Sugar Candy Lady,0
5137,Bob Marley,0.0,224.96608,0.345,0.0,11,0.769,-9.715,1,0.613,0.570106511951141,nan,215.284,101.121,1,0.084,Small Axe,Lively Up Yourself,1999
5138,Y&T,0.0,275.9571,0.0,0.0,6,0.44,-8.112,0,0.502,0.41889580391387266,0.3347065490692206,275.957,170.773,4,0.332,Black Tiger,Open Fire,1982
5139,Rev. Timothy Wright,0.0,244.74077,0.322,0.0,1,0.632,-6.094,1,0.694,0.29024206999298574,nan,235.526,208.51,4,0.406,I Know A Man,Who's On The Lord's Side "Live,0
5140,Alejandro Lerner,0.0,199.54893,0.229,0.0,9,0.446,-5.585,1,0.372,0.3615879415321665,nan,195.965,140.186,4,0.0,Nena Neurótica,20 Años,0
5141,Yodi's,0.0,300.5122,0.0,0.0,6,0.348,-9.432,0,0.5,0.0,nan,285.89,84.672,4,1.0,Zélé,Zèlé,0
5142,Dolores Keane,0.0,229.92934,0.0,0.0,9,0.56,-14.375,1,0.379,0.3480000192012373,0.0,220.294,114.093,4,0.717,Telling Me Lies,Solid Ground,1993
5143,Mikey Dread,0.0,193.12281,0.14,0.0,6,0.195,-8.173,0,0.28,0.3604457658067229,nan,185.359,132.088,4,0.674,Hot Cross Bun,Rockers Vibration,1982
5144,Robin Frederick,0.0,272.01261,0.485,0.0,3,0.081,-12.237,1,0.432,0.24122427492173157,0.0,253.62,119.727,4,0.0,Calling Dr Zarkov,How Far? How Fast?,0
5145,Michèle Bernard,0.0,232.38485,0.224,0.0,2,0.061,-12.838,0,0.204,0.3738629705580186,nan,219.225,83.116,4,0.805,Le bar du grand désir,Mes premiers vinyls,2002
5146,Earl Hooker,0.0,298.91873,0.618,0.0,2,0.59,-14.476,1,0.79,0.34900059039255926,0.3347065490692206,290.174,94.1,3,0.895,Love Ain't A Play Thing,Two Bugs And A Roach,1968
5147,Kanye West / Adam Levine,0.0,204.5122,0.0,0.0,6,0.0,-11.38,1,0.0,1.0825025567261237,nan,196.499,95.098,4,1.0,Heard 'Em Say,Heard 'Em Say,2005
5148,Mario Rosenstock,0.0,199.57506,0.253,0.0,0,0.548,-11.924,1,0.29,0.04903438084848781,nan,190.862,84.871,3,0.586,Paint Ball,Gift Grub 8 - The G Factor,0
5149,The Ghost Of Lemora,0.0,208.69179,0.125,0.0,11,0.34,-7.105,0,0.424,0.32609905980701764,0.46894668418570473,190.317,136.89,4,0.626,Reach For The Ground,Reach For The Ground,0
5150,Rhian Sheehan,0.0,288.62649,0.0,0.0,1,0.752,-17.549,1,0.561,0.41478065907349704,0.2707759989463275,286.169,42.782,1,0.0,Existing Alone,Paradigm Shift,2001
5151,Lou Ann Barton,0.0,241.26649,0.078,0.0,3,0.367,-10.733,1,0.406,0.3793968056631117,0.45404276609111616,235.572,87.485,3,0.286,Please Come Home For Christmas,An Austin Rhythm And Blues Christmas,1986
5152,Usher,0.0,283.89832,0.142,0.0,1,0.066,-7.275,0,0.177,0.854637828218057,0.4191258929591558,265.184,90.199,4,1.0,I'll Show You Love,Usher,1994
5153,Geddy Lee,0.0,271.46404,0.148,0.0,0,0.31,-5.956,1,0.475,0.40651786932802747,0.6614452229025348,260.702,119.953,3,1.0,Runaway Train (LP Version),My Favorite Headache,2000
5154,Suicidal Tendencies,0.0,61.83138,0.168,0.0,7,0.236,-7.499,1,0.344,0.5261825563468479,nan,58.59,235.337,1,0.0,Two-Sided Politics,Still Cyco After All These Years,1987
5155,Alain Morisod,0.0,241.65832,0.398,0.0,7,0.693,-19.449,1,0.656,0.2941618819859714,0.0,228.786,134.254,4,0.0,L'Amour en Heritage,20 Melodies pour rever_ Volume 2,0
5156,Sui Generis,0.0,335.33342,2.409,0.0,7,0.685,-16.111,0,0.628,0.45054667427270134,nan,330.948,107.592,4,0.735,Cuando Ya Me Empiece A Quedar Solo,Adios Sui Generis Vol III,1973
5157,Stew,0.0,299.07546,0.177,0.0,4,0.797,-14.023,0,0.715,0.30454771337183484,0.0,289.512,117.367,4,0.661,L.A. Arteest Café,Something Deeper Than These Changes,2003
5158,King Tee,0.0,109.13914,0.061,0.0,6,0.176,-6.211,0,0.223,0.3723919906350151,0.42530424172042486,105.709,183.437,4,0.0,On Tha Rox,Tha Triflin' Album,0
5159,Sunnyland Slim,0.0,344.71138,0.543,0.0,7,0.179,-14.165,1,0.242,0.33287056693742817,nan,338.193,108.105,3,1.0,No More Troubles,Chicago Blues Festival 1974 With Jimmy Dawkins,0
5160,Kassav',0.0,655.67302,0.0,0.0,9,0.404,-8.294,1,0.348,0.4367302210885851,nan,642.409,134.086,4,0.0,Medley Final,Se Nou Manm (Live Au Zenith),0
5161,Cauda Pavonis,0.0,205.11302,0.0,0.0,7,0.126,-3.697,1,0.624,0.3293859951559598,0.0,201.648,180.203,4,0.637,Juggernaut,The Gothic Sounds of Nightbreed Volume 5,0
5162,Grace Gale,0.0,247.71873,0.0,0.0,0,0.268,-6.533,0,0.374,0.31990535386426106,0.26586104921065007,247.719,155.173,4,0.0,La Matanza,Stronger_ Faster_ Science,2008
5163,X,0.0,233.22077,0.16,0.0,9,0.711,-6.898,0,0.506,0.4107435775323873,0.26586104921065007,225.669,141.846,4,0.0,All Over Now,At Home With You,0
5164,Eminem,0.0,397.60934,0.473,0.0,5,1.0,-7.038,0,0.89,0.8048304278312782,nan,373.696,131.955,4,0.722,Beautiful,Beautiful,2009
5165,Twista,0.0,259.36934,0.0,0.0,0,0.313,-6.945,1,0.198,0.5938083651752645,nan,259.369,114.752,4,0.03,Had To Call (featuring Snoop Dogg & Sleepy Eyed Jones)  (Explicit Chopped & Screwed Version),The Day After,2005
5166,Los Chichos,0.0,242.80771,0.0,0.0,5,0.129,-8.707,0,0.312,0.4205703072083738,nan,234.185,152.857,4,0.929,Vuelve Junto A Mi,Amor Y Ruleta,1979
5167,Teenage Fanclub,0.0,204.77342,0.206,0.0,8,0.854,-5.013,1,0.726,0.511526435078575,0.6720729764093734,195.622,127.811,4,0.0,The Sun Shines From You,Howdy!,2000
5168,Deodato,0.0,378.09587,0.206,0.0,10,0.455,-13.362,0,0.547,0.4141964814069906,0.4944895175021134,355.753,113.52,4,1.0,Night Cruiser (Album Version),Night Cruiser,0
5169,Jimmy Wakely,0.0,171.4673,0.0,0.0,0,0.052,-13.683,1,0.54,0.29153972708877773,0.0,165.965,88.314,7,0.388,Midnight Wind,Vintage Collections,0
5170,Jeff & Sheri Easter,0.0,241.99791,2.705,0.0,9,0.483,-8.17,1,0.523,0.385470550555821,nan,232.588,156.139,4,0.251,There Is a Way,By Request,0
5171,Cobra Killer,0.0,112.19546,0.949,0.0,3,0.461,-10.672,0,0.416,0.4645254506711376,0.34092275586437804,109.128,86.96,3,0.3,Kick Jump - Part Jump,Cobra Killer,1998
5172,Epidemic,0.0,205.19138,0.16,0.0,2,0.374,-5.192,1,0.515,0.3569041267802913,nan,198.165,129.333,4,0.92,Catalyst (LP Version),Epidemic,0
5173,Van Halen,0.0,248.00608,0.0,0.0,1,1.0,-6.635,1,0.858,0.5799889824287546,0.5890156588598198,238.887,184.012,4,0.0,Dirty Movies" (Album Version),Fair Warning,1981
5174,Birmingham Jubilee Singers,0.0,184.00608,0.491,0.0,10,0.469,-14.886,1,0.425,0.0,nan,178.12,81.647,4,0.753,Toot Toot Dixie Bound,Birmingham Jubilee Singers Vol. 2 (1927-1930),0
5175,Nicholas,0.0,152.68526,0.409,0.0,9,0.0,-12.504,1,0.0,0.397732264641681,nan,149.409,180.874,4,0.0,Poaki,Apiti_ vol. 3,0
5176,Dark Fortress,0.0,459.33669,17.09,0.0,1,0.017,-7.57,1,0.204,0.41652939963732327,0.7099099374527287,459.337,115.37,4,0.0,Ghastly Indoctrination,Séance,2006
5177,Shaman,0.0,445.77914,0.287,0.0,9,0.474,-10.329,1,0.321,0.41664411403796237,0.0,425.842,138.001,4,0.466,Battle Of The Tom Tom,Irresistible Meltdown Vol. 2,0
5178,Eddie Turner,0.0,306.78159,3.1,0.0,2,0.591,-6.398,0,0.51,0.3312149897920565,0.5317220984213001,287.852,91.084,4,0.686,Rise,Rise,2005
5179,Tel Basta,0.0,220.36853,0.0,0.0,9,0.421,-12.383,0,0.457,0.0,nan,209.31,120.349,3,0.598,I'm Poured Out Like Water,Lickerish,1996
5180,Marvin Sapp,0.0,264.09751,0.125,0.0,9,0.352,-8.299,0,0.345,0.4596654567282773,0.319565986882865,253.243,97.022,4,0.565,Smile,Be Exalted,0
5181,Jo Privat,0.0,146.57261,0.386,0.0,6,0.107,-7.828,0,0.323,0.3208501295544305,nan,141.897,122.093,4,0.844,Rossignol Montmartrois (Polka),Dansez Avec Jo Privat,0
5182,Marvin Sapp,0.0,393.09016,0.119,0.0,7,0.309,-14.668,1,0.208,0.4596654567282773,0.3007531555896651,382.845,89.726,3,0.559,Whosoever Will (LP Version),Grace And Mercy,0
5183,David Zinman;Pittsburgh Symphony Orchestra,0.0,641.48853,7.059,0.0,0,0.426,-25.895,0,0.483,0.3331088294667733,nan,588.295,170.899,7,0.621,Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo,Danielpour:  Concerto for Orchestra,0
5184,Backstreet Boys,0.0,173.5571,2.798,0.0,11,0.505,-5.47,0,0.518,0.5926149273518344,nan,165.75,86.693,3,1.0,Shape Of My Heart,Black & Blue,2000
5185,Eluveitie,0.0,78.18404,3.315,0.0,0,0.651,-14.481,0,0.529,0.5274929810161438,0.650676968982036,78.184,111.127,3,0.636,A Girls Oath,Evocation I - The Arcane Dominion,0
5186,Steel Pulse,0.0,231.49669,0.171,0.0,6,0.727,-6.092,1,0.579,0.5029746364184818,nan,218.285,153.052,4,0.195,Ku Klux Klan,Rage and Fury,1978
5187,Buzzcocks,0.0,144.77016,0.0,0.0,9,0.9,-11.058,1,0.481,0.528795206130862,nan,137.526,181.421,4,0.235,Get On Our Own,French,1978
5188,Cece Winans,0.0,292.51873,0.222,0.0,0,0.528,-9.915,1,0.538,0.5408325519524202,0.38293509007501925,287.771,113.636,3,1.0,Because Of You,Alone In His Presence,0
5189,Keb'Mo',0.0,176.5873,1.468,0.0,7,0.677,-15.608,1,0.65,0.4722812106508984,0.6624931608196217,165.309,79.151,4,0.93,Anybody Seen My Girl,Keb' Mo',1994
5190,Sofia Karlsson,0.0,340.21832,0.604,0.0,0,0.954,-14.863,1,0.845,0.4183566807740786,nan,329.195,101.897,5,0.799,I denna ljuva sommartid,Folk Songs,2002
5191,Rachael Lampa,0.0,269.00853,0.194,0.0,4,0.24,-2.224,1,0.256,0.46819387431680104,0.0,259.216,101.905,4,0.636,I'm All Yours (LP Version),Blessed: The Best Of Rachael Lampa,0
5192,Rickie Lee Jones,0.0,314.72281,0.0,0.0,10,0.615,-9.785,1,0.626,0.5031516059846183,nan,304.321,147.736,3,0.899,Just My Baby,Live at Red Rocks,1989
5193,Bob Marley,0.0,173.24363,0.287,0.0,2,0.519,-7.236,1,0.575,0.570106511951141,nan,166.388,127.765,4,1.0,Lively Up Yourself,Keep on Moving,1991
5194,Alex,0.0,247.43138,0.246,0.0,1,0.838,-6.023,1,0.548,0.4321725641468849,0.0,239.554,127.979,4,0.0,Love Selecta (feat Iffectz & Marwa),Self Control,0
5195,Lauren Wood,0.0,352.33914,6.502,0.0,1,0.725,-16.137,1,0.668,0.38347032753511867,0.23491548017434158,332.835,168.861,5,0.62,Time Zone (Album Version),Lauren Wood,0
5196,Baby Bash,0.0,309.4722,0.165,0.0,10,0.294,-4.754,1,0.367,0.6021154546672973,nan,307.264,155.979,4,0.542,If Your Na Na Get Wet,Menage a trois,0
5197,Michael Stanley Band,0.0,220.05506,13.827,0.0,2,0.58,-12.253,1,0.574,0.29498661655523356,0.2506381006533175,214.256,140.654,1,0.0,Lost In The Funhouse Again,You Break It...You Bought It!,1975
5198,Ray Pillow,0.0,129.12281,0.363,0.0,9,0.716,-13.404,1,0.646,0.0,0.21204540548371908,119.74,98.015,4,0.083,We're Together Again,Country And Western - Volume 1,1998
5199,Uman,0.0,319.08526,6.687,0.0,9,0.556,-16.062,0,0.62,0.3523640978351153,0.5527051139046104,310.95,160.048,4,0.565,The White Spirit,Conversations with God: A Windham Hill Collection,0
5200,Mariah Carey,0.0,241.65832,0.148,0.0,3,0.034,-9.635,1,0.312,0.7870054686892299,nan,228.27,131.761,4,0.554,Mine Again,The Emancipation of Mimi,2005
5201,George Nooks,0.0,222.14485,0.328,0.0,7,0.438,-6.735,1,0.539,0.3395324203493744,0.0,213.728,85.994,4,0.59,No One Knows,Better Days,0
5202,The Gentle Good,0.0,197.19791,0.0,0.0,0,0.343,-12.0,1,0.496,0.34826516306161226,nan,183.258,111.537,1,0.0,Cri'r Adar Main,While You Slept I Went Out Walking,0
5203,Frankie J,0.0,273.00526,0.684,0.0,4,0.0,-6.728,0,0.17,0.42337640990950814,0.5227332607801571,267.453,117.844,4,1.0,Gone,The One,2005
5204,Joe Satriani,0.0,300.82567,0.0,0.0,0,0.683,-5.943,1,0.693,0.6222089601294355,0.5937951136677091,300.826,197.443,4,1.0,Just Like Lightnin',Satriani Live,2006
5205,John Williams,0.0,229.69424,8.528,0.0,7,0.885,-20.958,1,0.672,0.5172980180255892,nan,205.543,151.444,5,0.885,Escape From The City,War of the Worlds,0
5206,Dave And Ansel Collins,0.0,151.84934,0.299,0.0,2,0.395,-14.3,1,0.772,0.3430109140487191,0.2623089972119452,139.244,117.157,4,0.0,Two Four One,Double Barrel,1971
5207,Barbara Fairchild,0.0,236.56444,0.257,0.0,9,0.373,-8.961,1,0.606,0.37123757358135073,nan,226.644,91.739,5,0.558,Boulevard In Heaven,He Kept On Loving Me,0
5208,Wilks featuring pee wee ellis,0.0,210.80771,0.0,0.0,1,0.046,-11.302,1,0.531,0.08016693866425,nan,202.937,89.026,4,1.0,Boogie,Brightess night,0
